ORDER_ID,ORDER_DATE,ORDER_PRIORITY,ORDER_QUANTITY,SALES,DISCOUNT,SHIP_MODE,PROFIT,UNIT_PRICE,SHIPPING_COST,CUSTOMER_NAME,STATE,CUSTOMER_SEGMENT,PRODUCT_CATEGORY,PRODUCT_SUBCATEGORY,PRODUCT_NAME,PRODUCT_CONTAINER,PRODUCT_BASE_MARGIN,SHIP_DATE,COST,PACKAGE_SIZE,PACKAGE_TYPE
52615,10/19/09,Low,4,67.22,5.0,Regular Air,-139.53,4.48,49.0,Liz Pelletier,WA,Corporate,Office Supplies,Appliances,Hoover PortapowerÈ Portable Vacuum,Large Box,60.0,10/23/09,17.92,Large,Box
52615,10/19/09,Low,18,76.85,10.0,Regular Air,-64.08,4.24,5.41,Liz Pelletier,WA,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,35.0,10/23/09,76.32000000000001,Small,Box
52678,7/29/12,High,3,112.79,6.0,Delivery Truck,-95.39,20.98,53.03,Jonathan Doherty,WA,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,78.0,7/31/12,62.94,Jumbo,Drum
55621,3/15/11,Low,50,6356.68,3.0,Regular Air,1812.86,128.24,12.65,Neil Knudson,WA,Home Office,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,0.0,3/17/11,6412.0,Medium,Box
55621,3/15/11,Low,47,193.15,9.0,Regular Air,27.76,4.28,0.94,Neil Knudson,WA,Home Office,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,56.00000000000001,3/22/11,201.16000000000003,Wrap,Bag
56423,12/25/11,Not Specified,41,170.82,0.0,Express Air,85.45,3.69,0.5,Dennis Pardue,WA,Corporate,Office Supplies,Labels,Avery 501,Small Box,38.0,12/26/11,151.29,Small,Box
56423,12/25/11,Not Specified,4,1609.69,4.0,Regular Air,-281.17,419.19,19.99,Dennis Pardue,WA,Corporate,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,57.99999999999999,12/26/11,1676.76,Small,Box
56644,11/28/12,Not Specified,36,82.09,2.0,Regular Air,11.44,2.21,1.0,Emily Grady,WA,Home Office,Office Supplies,Pens & Art Supplies,"Quartet AlphaÂ White Chalk, 12/Pack",Wrap Bag,38.0,11/30/12,79.56,Wrap,Bag
57280,1/31/12,Medium,44,299.85,3.0,Express Air,-260.8,6.48,10.05,Dennis Pardue,WA,Corporate,Office Supplies,Paper,Xerox 1997,Small Box,37.0,2/1/12,285.12,Small,Box
57478,10/3/10,Critical,36,63.53,10.0,Regular Air,-2.51,1.88,0.79,Greg Hansen,WA,Home Office,Office Supplies,Rubber Bands,Staples Pushpins,Wrap Bag,50.0,10/4/10,67.67999999999999,Wrap,Bag
57510,12/10/11,Not Specified,6,48.05,1.0,Regular Air,-11.34,6.68,5.2,Liz Carlisle,WA,Corporate,Office Supplies,Paper,Xerox 1977,Small Box,37.0,12/10/11,40.08,Small,Box
57767,4/11/12,Critical,34,3373.7095,1.0,Regular Air,861.72,110.99,8.99,Liz Pelletier,WA,Corporate,Technology,Telephones and Communication,LX 677,Small Box,56.99999999999999,4/13/12,3773.66,Small,Box
57799,8/31/11,High,25,12343.07,2.0,Delivery Truck,3972.72,500.97,69.3,Janet Lee,WA,Consumer,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,37.0,9/2/11,12524.25,Jumbo,Drum
58595,8/29/10,High,41,812.21,6.0,Express Air,-128.02,20.28,14.39,Neil Knudson,WA,Home Office,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Small Box,47.0,8/30/10,831.48,Small,Box
58755,12/3/11,Low,7,15.61,3.0,Regular Air,-5.19,2.08,1.49,Denise Monton,WA,Home Office,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,38.0,12/5/11,14.56,Small,Box
58755,12/3/11,Low,18,47.11,0.0,Regular Air,-95.42,2.18,7.09,Denise Monton,WA,Home Office,Office Supplies,Paper,"AmpadÂ EvidenceÂ Wirebond Steno Books, 6"" x 9""",Wrap Bag,38.0,12/12/11,39.24,Wrap,Bag
59008,9/29/10,Critical,39,3451.85,5.0,Delivery Truck,1264.75,90.97,14.0,Lycoris Saunders,WA,Corporate,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,36.0,9/29/10,3547.83,Jumbo,Drum
59205,10/31/11,Critical,11,54.59,0.0,Regular Air,-47.18,4.13,6.89,Neil Knudson,WA,Home Office,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Small Box,39.0,11/2/11,45.43,Small,Box
59205,10/31/11,Critical,35,597.04,5.0,Regular Air,-157.42,16.74,7.04,Neil Knudson,WA,Home Office,Office Supplies,Storage & Organization,RogersÂ Profile Extra Capacity Storage Tub,Small Box,81.0,11/2/11,585.9,Small,Box
59491,3/24/12,High,8,32.31,9.0,Regular Air,-33.59,3.58,5.47,Greg Hansen,WA,Home Office,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,37.0,3/25/12,28.64,Small,Box
59491,3/24/12,High,6,57.9,3.0,Regular Air,-48.14,7.38,11.51,Greg Hansen,WA,Home Office,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box,36.0,3/24/12,44.28,Small,Box
59491,3/24/12,High,46,562.95,6.0,Regular Air,147.12,12.22,2.85,Greg Hansen,WA,Home Office,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,55.00000000000001,3/26/12,562.12,Small,Pack
59776,3/9/09,Low,35,285.01,1.0,Express Air,124.82,7.64,1.39,Maxwell Schwartz,WA,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Small Box,36.0,3/13/09,267.4,Small,Box
59776,3/9/09,Low,33,12215.43,7.000000000000001,Delivery Truck,5255.45,400.97,48.26,Maxwell Schwartz,WA,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,36.0,3/13/09,13232.01,Jumbo,Box
59809,3/8/11,Not Specified,12,138.67,8.0,Regular Air,-9.72,11.7,5.63,Denise Monton,WA,Home Office,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,40.0,3/10/11,140.39999999999998,Small,Box
59809,3/8/11,Not Specified,16,506.84,2.0,Regular Air,-38.32,30.98,6.5,Denise Monton,WA,Home Office,Technology,Computer Peripherals,Belkin ErgoBoardÈ Keyboard,Small Box,64.0,3/9/11,495.68,Small,Box
59943,6/9/10,Critical,43,679.65,0.0,Regular Air,31.2,15.01,8.4,Ionia McGrath,WA,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,39.0,6/10/10,645.43,Small,Box
292,1/12/12,High,43,412.62,8.0,Regular Air,175.54,9.9,1.39,Valerie Takahito,WA,Consumer,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,37.0,1/13/12,425.7,Small,Box
2817,4/18/09,Medium,14,3830.14,10.0,Regular Air,202.25,300.97,7.18,Luke Schmidt,WA,Home Office,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,48.0,4/19/09,4213.58,Small,Box
2817,4/18/09,Medium,40,1559.86,6.0,Regular Air,672.37,39.89,3.04,Luke Schmidt,WA,Home Office,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,53.0,4/20/09,1595.6,Wrap,Bag
2852,1/15/10,Critical,10,74.87,2.0,Regular Air,-43.97,6.48,8.19,Luke Schmidt,WA,Home Office,Office Supplies,Paper,Xerox 217,Small Box,37.0,1/15/10,64.80000000000001,Small,Box
2852,1/15/10,Critical,42,3931.318,6.0,Regular Air,1025.45,115.99,4.23,Luke Schmidt,WA,Home Office,Technology,Telephones and Communication,282,Small Box,56.00000000000001,1/16/10,4871.58,Small,Box
4359,3/2/10,Critical,21,215.76,9.0,Regular Air,-97.75,10.9,7.46,Kelly Andreada,WA,Home Office,Office Supplies,Storage & Organization,Crate-A-FilesÈ,Small Box,59.0,3/4/10,228.9,Small,Box
8293,8/10/12,Low,22,75.03,2.0,Regular Air,-31.52,3.14,1.92,Jason Klamczynski,WA,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,84.0,8/14/12,69.08,Wrap,Bag
9095,6/10/11,High,23,294.91,3.0,Regular Air,-37.27,12.44,6.27,Tracy Hopkins,WA,Small Business,Office Supplies,Storage & Organization,Eldon SimplefileÂ Box OfficeÂ,Medium Box,56.99999999999999,6/12/11,286.12,Medium,Box
9254,5/14/10,Medium,24,131.65,1.0,Express Air,67.41,4.91,0.5,Craig Leslie,WA,Consumer,Office Supplies,Labels,Avery 478,Small Box,36.0,5/16/10,117.84,Small,Box
9829,12/8/11,Critical,23,750.39,4.0,Regular Air,133.71,30.98,11.63,Valerie Takahito,WA,Consumer,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,37.0,12/9/11,712.54,Small,Box
9829,12/8/11,Critical,4,18.46,6.0,Regular Air,-0.43,4.91,0.5,Valerie Takahito,WA,Consumer,Office Supplies,Labels,Avery 508,Small Box,36.0,12/10/11,19.64,Small,Box
10528,9/13/09,Medium,47,838.4,2.0,Express Air,-132.91,17.7,9.47,Michael Grace,WA,Corporate,Office Supplies,Storage & Organization,PortfileÂ Personal File Boxes,Small Box,59.0,9/15/09,831.9,Small,Box
10754,3/17/10,Low,7,48.04,9.0,Regular Air,-23.28,6.48,5.94,Saphhira Shifley,WA,Corporate,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,37.0,3/19/10,45.36,Small,Box
11109,3/15/11,Medium,18,130.38,8.0,Regular Air,31.52,7.4,1.71,Saphhira Shifley,WA,Consumer,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,40.0,3/16/11,133.20000000000002,Wrap,Bag
11426,5/7/09,Medium,19,333.68,1.0,Regular Air,81.96,16.48,1.99,Laurel Beltran,WA,Consumer,Technology,Computer Peripherals,Maxell DVD-RAM Discs,Small Pack,42.0,5/8/09,313.12,Small,Pack
12869,1/25/09,Not Specified,15,1532.482,10.0,Regular Air,-43.0,125.99,8.99,Laurel Beltran,WA,Consumer,Technology,Telephones and Communication,5170i,Small Box,56.99999999999999,1/28/09,1889.85,Small,Box
13094,8/18/10,Not Specified,7,283.57,2.0,Regular Air,71.21,37.94,5.08,Craig Leslie,WA,Consumer,Office Supplies,Paper,"Snap-A-WayÂ Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,38.0,8/19/10,265.58,Wrap,Bag
14274,1/6/09,Not Specified,23,3674.08,1.0,Delivery Truck,112.44,150.98,30.0,Craig Leslie,WA,Consumer,Furniture,Chairs & Chairmats,Novimex Swivel Fabric Task Chair,Jumbo Drum,74.0,1/8/09,3472.54,Jumbo,Drum
14274,1/6/09,Not Specified,46,1413.89,1.0,Express Air,-40.72,28.28,13.99,Craig Leslie,WA,Consumer,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,57.99999999999999,1/8/09,1300.88,Medium,Box
14274,1/6/09,Not Specified,2,61.7185,3.0,Regular Air,-164.04,35.99,1.1,Craig Leslie,WA,Consumer,Technology,Telephones and Communication,Accessory35,Small Box,55.00000000000001,1/7/09,71.98,Small,Box
14530,4/6/09,High,17,1556.61,6.0,Regular Air,-485.55,89.83,35.0,Tracy Blumstein,WA,Home Office,Office Supplies,Storage & Organization,Fellowes OfficewareÈ Wire Shelving,Large Box,83.0,4/8/09,1527.11,Large,Box
14530,4/6/09,High,49,645.14,10.0,Regular Air,-26.32,13.43,5.5,Tracy Blumstein,WA,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,56.99999999999999,4/8/09,658.0699999999999,Small,Box
14530,4/6/09,High,44,4851.5025,1.0,Regular Air,1371.67,125.99,7.69,Tracy Blumstein,WA,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,57.99999999999999,4/6/09,5543.5599999999995,Small,Box
15462,2/26/11,Critical,20,862.64,8.0,Regular Air,320.81,43.41,2.99,Luke Schmidt,WA,Home Office,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box,39.0,2/27/11,868.1999999999999,Small,Box
15715,10/15/12,Critical,43,2123.64,3.0,Regular Air,1013.77,47.9,5.86,Kelly Andreada,WA,Home Office,Office Supplies,Paper,Xerox 1938,Small Box,37.0,10/18/12,2059.7,Small,Box
16128,5/8/11,High,46,2968.66,7.000000000000001,Regular Air,1077.49,63.94,14.48,Michael Grace,WA,Corporate,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,46.0,5/8/11,2941.24,Small,Box
16579,12/12/10,Not Specified,33,63.96,5.0,Regular Air,-13.71,1.88,1.49,Saphhira Shifley,WA,Consumer,Office Supplies,Binders and Binder Accessories,StaplesÂ General Use 3-Ring Binders,Small Box,37.0,12/13/10,62.04,Small,Box
16579,12/12/10,Not Specified,23,177.23,7.000000000000001,Regular Air,4.94,8.14,3.12,Saphhira Shifley,WA,Consumer,Office Supplies,Pens & Art Supplies,"Avery Hi-LiterÂ EverBoldÈ Pen Style Fluorescent Highlighters, 4/Pack",Wrap Bag,45.0,12/13/10,187.22000000000003,Wrap,Bag
16935,12/15/12,Not Specified,3,14.74,6.0,Regular Air,-2.72,4.48,1.22,Michael Grace,WA,Corporate,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,36.0,12/16/12,13.440000000000001,Wrap,Bag
16935,12/15/12,Not Specified,43,117.68,9.0,Express Air,12.47,2.88,0.7,Michael Grace,WA,Corporate,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,56.00000000000001,12/17/12,123.83999999999999,Wrap,Bag
18946,5/4/10,Critical,32,202.89,7.000000000000001,Regular Air,-201.91,6.48,10.05,Kelly Andreada,WA,Home Office,Office Supplies,Paper,Xerox 1997,Small Box,37.0,5/4/10,207.36,Small,Box
19361,9/23/12,Low,21,535.57,5.0,Regular Air,131.05,25.38,8.99,Valerie Takahito,WA,Consumer,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,50.0,9/25/12,532.98,Small,Pack
20292,11/8/12,Medium,26,452.39,8.0,Regular Air,-22.83,17.52,8.17,Michael Grace,WA,Corporate,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,Medium Box,50.0,11/8/12,455.52,Medium,Box
20292,11/8/12,Medium,5,117.13,0.0,Regular Air,-70.47,20.95,4.0,Michael Grace,WA,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,60.0,11/9/12,104.75,Small,Box
21635,12/2/09,Low,2,65.31,0.0,Regular Air,-34.42,24.92,12.98,Laurel Beltran,WA,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,39.0,12/2/09,49.84,Small,Box
21860,4/28/12,Critical,9,73.7,6.0,Express Air,1.42,7.59,4.0,Larry Blacks,WA,Consumer,Furniture,Office Furnishings,"Master Giant FootÂ Doorstop, Safety Yellow",Wrap Bag,42.0,4/29/12,68.31,Wrap,Bag
22882,9/13/10,Critical,10,71.24,3.0,Regular Air,2.78,6.69,3.1,Luke Schmidt,WA,Home Office,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag,36.0,9/15/10,66.9,Wrap,Bag
24775,2/17/12,Critical,15,1616.66,0.0,Delivery Truck,112.58,100.98,56.22,Tracy Blumstein,WA,Home Office,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,60.0,2/19/12,1514.7,Jumbo,Box
24775,2/17/12,Critical,6,96.21,6.0,Regular Air,-19.34,14.58,57.4,Tracy Blumstein,WA,Home Office,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,48.0,2/18/12,87.48,Small,Box
25120,2/4/09,Medium,46,237.15,0.0,Regular Air,123.02,4.91,0.5,Michael Grace,WA,Corporate,Office Supplies,Labels,Avery 493,Small Box,36.0,2/6/09,225.86,Small,Box
25120,2/4/09,Medium,22,179.22,1.0,Regular Air,-139.9,7.28,11.15,Michael Grace,WA,Corporate,Office Supplies,Paper,"ArrayÂ Parchment Paper, Assorted Colors",Small Box,37.0,2/5/09,160.16,Small,Box
25120,2/4/09,Medium,10,71.86,10.0,Regular Air,-35.52,6.68,6.93,Michael Grace,WA,Corporate,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,37.0,2/7/09,66.8,Small,Box
25440,2/6/09,High,30,6589.304,2.0,Delivery Truck,912.48,259.71,66.67,Kelly Andreada,WA,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,65.0,2/6/09,7791.299999999999,Jumbo,Box
25799,2/24/11,Low,38,136.5,5.0,Regular Air,-216.66,3.34,7.49,Saphhira Shifley,WA,Corporate,Office Supplies,Pens & Art Supplies,"Eldon SpacemakerÂ Box, Quick-Snap Lid, Clear",Wrap Bag,54.0,2/27/11,126.91999999999999,Wrap,Bag
25831,9/14/09,Medium,6,250.376,1.0,Regular Air,-131.85,45.99,4.99,Tracy Blumstein,WA,Home Office,Technology,Telephones and Communication,KF 788,Small Box,56.00000000000001,9/16/09,275.94,Small,Box
28545,8/23/11,High,15,5296.19,10.0,Regular Air,1164.05,363.25,19.99,Kelly Andreada,WA,Home Office,Office Supplies,Appliances,Hoover WindTunnelÈ Plus Canister Vacuum,Small Box,56.99999999999999,8/24/11,5448.75,Small,Box
28929,10/9/12,Medium,37,230.97,8.0,Regular Air,-173.73,6.48,8.19,Saphhira Shifley,WA,Corporate,Office Supplies,Paper,Xerox 217,Small Box,37.0,10/10/12,239.76000000000002,Small,Box
28929,10/9/12,Medium,46,723.17,9.0,Regular Air,-154.11,16.98,12.39,Saphhira Shifley,WA,Corporate,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,35.0,10/11/12,781.08,Small,Box
30083,1/8/09,Not Specified,23,324.28,7.000000000000001,Regular Air,20.43,14.56,3.5,Luke Schmidt,WA,Home Office,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,57.99999999999999,1/9/09,334.88,Small,Box
30853,7/27/11,Medium,40,254.02,4.0,Regular Air,123.14,6.3,0.5,Meg Tillman,WA,Small Business,Office Supplies,Labels,Avery 48,Small Box,39.0,7/30/11,252.0,Small,Box
30944,6/22/11,Critical,32,546.01,1.0,Regular Air,133.56,16.74,5.08,Saphhira Shifley,WA,Consumer,Office Supplies,Binders and Binder Accessories,GBC Poly Designer Binding Covers,Small Box,36.0,6/23/11,535.68,Small,Box
33350,7/21/09,Not Specified,1,1786.04,10.0,Regular Air,-924.99,1889.99,19.99,Kelly Andreada,WA,Home Office,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,Small Box,36.0,7/21/09,1889.99,Small,Box
34660,9/3/11,Not Specified,4,24.77,10.0,Regular Air,-17.07,4.91,5.68,Tracy Blumstein,WA,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,36.0,9/4/11,19.64,Small,Box
34660,9/3/11,Not Specified,36,3832.37,1.0,Regular Air,1322.07,107.53,5.81,Tracy Blumstein,WA,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,65.0,9/5/11,3871.08,Medium,Box
35425,3/28/10,Not Specified,25,100.34,0.0,Regular Air,-88.19,3.58,5.47,Tracy Blumstein,WA,Home Office,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,37.0,3/30/10,89.5,Small,Box
35425,3/28/10,Not Specified,45,75.68,8.0,Regular Air,-4.04,1.81,0.75,Tracy Blumstein,WA,Home Office,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,52.0,3/30/10,81.45,Wrap,Bag
37350,5/20/12,Critical,7,163.14,7.000000000000001,Regular Air,-37.5,22.99,8.99,Kelly Andreada,WA,Home Office,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,56.99999999999999,5/21/12,160.92999999999998,Small,Pack
37765,11/24/12,Low,7,42.66,9.0,Express Air,-30.74,4.06,6.89,Larry Blacks,WA,Consumer,Office Supplies,Appliances,Eureka Disposable Bags for SanitaireÂ Vibra Groomer IÂ Upright Vac,Small Box,60.0,11/29/12,28.419999999999998,Small,Box
37765,11/24/12,Low,18,655.58,1.0,Regular Air,250.67,35.44,5.09,Larry Blacks,WA,Consumer,Office Supplies,Paper,Xerox 1932,Small Box,38.0,11/28/12,637.92,Small,Box
37765,11/24/12,Low,12,1465.33,1.0,Delivery Truck,-66.38,113.98,30.0,Larry Blacks,WA,Consumer,Furniture,Chairs & Chairmats,Hon ComfortaskÂ Task/Swivel Chairs,Jumbo Drum,69.0,11/29/12,1367.76,Jumbo,Drum
38050,10/26/10,Not Specified,31,187.18,9.0,Express Air,28.91,5.98,1.67,Luke Schmidt,WA,Home Office,Office Supplies,Pens & Art Supplies,"Dixon TiconderogaÂ Erasable Colored Pencil Set, 12-Color",Wrap Bag,51.0,10/27/10,185.38000000000002,Wrap,Bag
38050,10/26/10,Not Specified,36,104.21,4.0,Regular Air,15.19,2.88,0.7,Luke Schmidt,WA,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,56.00000000000001,10/28/10,103.67999999999999,Wrap,Bag
38050,10/26/10,Not Specified,14,1331.224,4.0,Regular Air,-401.42,111.96,69.0,Luke Schmidt,WA,Home Office,Furniture,Tables,Hon 4060 Series Tables,Large Box,63.0,10/28/10,1567.4399999999998,Large,Box
39043,12/22/10,Not Specified,14,50.8,9.0,Regular Air,16.79,3.69,0.5,Luke Schmidt,WA,Home Office,Office Supplies,Labels,Avery 501,Small Box,38.0,12/23/10,51.66,Small,Box
39043,12/22/10,Not Specified,37,750.89,7.000000000000001,Express Air,-1176.28,20.34,35.0,Luke Schmidt,WA,Home Office,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,84.0,12/23/10,752.58,Large,Box
40388,7/24/12,Critical,17,67.73,10.0,Regular Air,2.44,4.28,0.94,Luke Schmidt,WA,Home Office,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,56.00000000000001,7/26/12,72.76,Wrap,Bag
42309,8/6/09,Low,41,854.23,1.0,Regular Air,67.14,20.48,6.32,Meg Tillman,WA,Small Business,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,57.99999999999999,8/8/09,839.6800000000001,Small,Box
42309,8/6/09,Low,26,47.91,9.0,Regular Air,-58.83,1.86,2.58,Meg Tillman,WA,Small Business,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,82.0,8/11/09,48.36,Wrap,Bag
42309,8/6/09,Low,38,6427.258,8.0,Regular Air,1636.41,205.99,2.5,Meg Tillman,WA,Small Business,Technology,Telephones and Communication,V70,Small Box,59.0,8/11/09,7827.620000000001,Small,Box
42727,4/29/11,Not Specified,11,5510.23,1.0,Delivery Truck,915.8,500.98,26.0,Saphhira Shifley,WA,Consumer,Furniture,Chairs & Chairmats,Global TroyÈ Executive Leather Low-Back Tilter,Jumbo Drum,60.0,4/30/11,5510.780000000001,Jumbo,Drum
42727,4/29/11,Not Specified,21,177.06,10.0,Regular Air,-100.61,8.45,7.77,Saphhira Shifley,WA,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Elite 5"" Scissors",Small Pack,55.00000000000001,4/30/11,177.45,Small,Pack
43363,9/5/11,Critical,35,12908.4,3.0,Delivery Truck,4084.86,350.99,59.0,Luke Schmidt,WA,Home Office,Furniture,Chairs & Chairmats,Global Leather Executive Chair,Jumbo Drum,55.00000000000001,9/7/11,12284.65,Jumbo,Drum
43556,7/22/12,Low,31,477.16,2.0,Regular Air,204.18,15.04,1.97,Saphhira Shifley,WA,Consumer,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,39.0,7/27/12,466.23999999999995,Wrap,Bag
45156,2/12/11,Low,30,663.24,1.0,Regular Air,76.33,20.48,6.32,Luke Schmidt,WA,Home Office,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,57.99999999999999,2/12/11,614.4,Small,Box
45156,2/12/11,Low,35,238.08,7.000000000000001,Regular Air,31.65,6.75,2.99,Luke Schmidt,WA,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLockÂ D-Ring Binders,Small Box,35.0,2/19/11,236.25,Small,Box
45156,2/12/11,Low,14,174.3,8.0,Regular Air,75.58,12.53,0.5,Luke Schmidt,WA,Home Office,Office Supplies,Labels,Avery 485,Small Box,38.0,2/17/11,175.42,Small,Box
45410,8/19/09,Low,19,991.36,10.0,Regular Air,-103.11,54.1,19.99,Michael Grace,WA,Corporate,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot FileÂ,Small Box,59.0,8/24/09,1027.9,Small,Box
47014,5/13/12,Critical,33,803.11,8.0,Delivery Truck,-237.13,25.98,14.36,Meg Tillman,WA,Small Business,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,60.0,5/15/12,857.34,Jumbo,Drum
47942,2/27/10,Medium,30,17034.92,9.0,Regular Air,5916.34,599.99,24.49,Harold Dahlen,WA,Corporate,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box,37.0,3/1/10,17999.7,Large,Box
47942,2/27/10,Medium,3,22.6,4.0,Express Air,-4.63,5.88,3.04,Harold Dahlen,WA,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,36.0,3/1/10,17.64,Wrap,Bag
47942,2/27/10,Medium,9,918.7395,6.0,Express Air,-303.56,125.99,7.69,Harold Dahlen,WA,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,57.99999999999999,2/28/10,1133.9099999999999,Small,Box
48128,4/11/12,Medium,5,2600.44,3.0,Express Air,-921.94,499.99,24.49,Laurel Beltran,WA,Consumer,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,36.0,4/12/12,2499.95,Large,Box
48704,1/9/12,High,11,1247.8595,1.0,Regular Air,-55.8,125.99,8.99,Kelly Andreada,WA,Home Office,Technology,Telephones and Communication,5170i,Small Box,56.99999999999999,1/10/12,1385.8899999999999,Small,Box
49155,9/18/10,Low,22,3760.3065,5.0,Regular Air,593.18,195.99,8.99,Meg Tillman,WA,Small Business,Technology,Telephones and Communication,T28 WORLD,Small Box,60.0,9/23/10,4311.780000000001,Small,Box
49504,11/16/09,Not Specified,45,318.94,10.0,Regular Air,-195.6,7.37,5.53,Larry Blacks,WA,Consumer,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,69.0,11/16/09,331.65,Small,Pack
50016,4/5/09,High,15,1093.6355,5.0,Regular Air,119.17,85.99,0.99,Harold Dahlen,WA,Consumer,Technology,Telephones and Communication,Accessory34,Wrap Bag,55.00000000000001,4/7/09,1289.85,Wrap,Bag
